file,paragraphIndex,ignored,ignoreReason,brokenPre,chars,words,sentences,avgSentence,inlineMath,blockMath,hasMath,commas,semicolons,lines,densityScore,recommendSplit,splitAfterSentence,snippet
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,8,true,no-math,false,360,3,1,3,0,0,false,0,1,2,1,false,,\begin{equation} \begin{split}Let\thinspace SA&=\pi^{2}\\\\r_{sa}&=\sqrt{\frac{SA}{4\pi}}=\sqrt{\frac{\pi^{2}}{4\pi}}=\frac{\sqrt{\pi}}{2}\cong0.8862269255\\\\…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,9,false,,false,317,48,3,16,2,0,true,0,0,1,0,false,,The value volume over zeta is exactly twice the radius calculated for a sphere with $SA=\pi^{2}$. The function value $\zeta\left(2\right)=\frac{\pi^{2}}{6}$ re…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,10,false,,false,56,6,1,6,1,0,true,0,0,1,0,false,,The ratio $\frac{V_{sa}}{\zeta(2)}=2r_{sa}$ has the form
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,11,true,no-math,false,100,2,1,2,0,0,false,0,0,1,0,false,,\begin{equation}\frac{V_{sa}}{\frac{1}{6}SA}=2\times r_{sa}\label{eq:02.04}\tag{02.04}\end{equation}
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,12,false,,false,301,47,2,23.5,4,0,true,1,0,1,1,false,,"Assume that $2\times r_{sa}$ is proportional to the radius of some next volume, the infinite sum of $\zeta\left(2\right)$ can be interpreted as the process tha…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,13,true,no-math,false,172,2,1,2,0,0,false,0,0,1,0,false,,\begin{equation}V_{sa}=\frac{4}{3}\pi \left(r_{sa}\right)^{3}=\frac{4}{3}\pi\left(\frac{\sqrt{\pi}}{2}\right)^{3}\approx2.915569721\label{eq:02.05}\tag{02.05}\…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,14,false,,false,286,40,2,20,5,0,true,2,0,1,1,false,,"This $V_{sa}$ is the volume after completion of $\zeta(2)$, therefore a division by 8 gives the initial volume: $V_{init}=$$\frac{V_{sa}}{8}\approx$$0.36444621…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,15,false,,false,310,37,1,37,7,0,true,4,0,1,3,true,,"$V_{sa}$ itself is the end stage of a previous cycle$V_{init}\overset{def}{=}1$ is the initial volumeWhich makes $V_{sa}=8\times V_{init}=8$, the end-stage of …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,16,false,,false,286,46,2,23,2,0,true,0,0,1,0,false,,The interpretation of volume over zeta in light of the scale invariant ratios indicates a (snapshot of a) dynamic structure of 3 consecutive stages of inflatio…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,17,true,no-math,false,198,5,1,5,0,0,false,0,0,1,0,false,,\begin{equation}\begin{aligned}V_{init}&=1\rightarrow V_{end}=8\rightarrow V_{next}=64\\\\r_{init}&=1\rightarrow r_{end}=2\rightarrow r_{next}=4\end{aligned}\l…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,18,false,,false,80,11,1,11,2,0,true,1,0,1,0,false,,"To emphasize: $r_{end}=2$, refers to twice the radius associated with $V_{end}$."
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,19,false,,false,232,37,2,18.5,2,0,true,2,0,1,0,false,,"This means that $V_{init}$ by method of completing the pattern must have a relative radius of $r_{init}=\frac{1}{2}$, because under this scheme volume over zet…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,20,true,no-math,false,99,1,1,1,0,0,false,0,0,1,0,false,,\begin{equation}sa_{end}=\frac{V_{end}(=8)}{r_{end}(=2)}=4\label{eq:02.07}\tag{02.07}\end{equation}
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,21,false,,false,326,54,2,27,3,0,true,3,0,1,0,false,,"The surface area of a sphere grows with a factor 4 by doubling the radius. Thus the volume of the current iteration, $V_{end}$ divided by the radius of the con…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,22,true,no-math,false,128,21,1,21,0,0,false,1,0,1,0,false,,"Observe that it simultaneously represents a *growth factor of 4*, ass well the scale invariant size of the current surface area."
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,23,true,no-math,false,114,3,1,3,0,0,false,0,0,1,0,false,,\begin{equation}sa_{init}=1\rightarrow sa_{end}=4\rightarrow sa_{next}=16\label{eq:02.08}\tag{02.08}\end{equation}
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,24,false,,false,125,17,1,17,2,0,true,6,0,1,1,false,,"In equation \eqref{eq:02.08}, $sa_{end}=4$ does refer to the surface area of the second iteration., e.g. $\{1,4,16,64\}$, but"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,25,false,,false,191,28,1,28,2,0,true,3,0,1,1,false,,"in equation \eqref{eq:02.07}, $sa_{end}=4$, in context of the ratio where $2r_{sa}$ refers to the consecutive volume, refers to the constant rate of growth of …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,26,false,,false,252,41,2,20.5,1,0,true,4,0,1,0,false,,"This aspect of a common ratio is also present for volume and radius, however, equation \eqref{eq:02.07} as a ratio, will proof to be crucial. The ratio $\frac{…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,27,true,no-math,false,122,1,1,1,0,0,false,0,0,1,0,false,,\begin{equation}\frac{V_{init}}{\left(\frac{V_{end}}{r_{end}}\right)}=\frac{1}{4}\label{eq:02.09}\tag{02.09}\end{equation}
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,28,true,no-math,false,246,34,3,11.3,0,0,false,1,0,1,0,false,,The intimate relation (eq. \eqref{eq:02.09}) between the numerator and denominator begs for an explanation. Taken in unison they both encode for spherical aspe…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,29,true,no-math,false,191,31,2,15.5,0,0,false,2,0,1,0,false,,"A seemingly three dimensional structure hovers just below the surface of the zeta function. However, it concerns an abstract object, abstract objects do not ta…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,30,true,no-math,false,229,34,1,34,0,0,false,2,0,1,1,false,,"And although clear spatial aspects are identified, there are no spatial aspects discernible in the infinite sum/product of the zeta function itself, nor is the…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,31,true,no-math,false,205,31,1,31,0,0,false,0,0,1,1,false,,This lack of spatial properties might point to the outline of an abstract mathematical object that can be identified as a first principle under-laying the emer…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,32,false,,false,304,37,2,18.5,2,0,true,1,0,1,0,false,,Nothing in the abstraction of the zeta function indicates a connection to spherical geometry. The zeta function arrives at the same answer by two distinct proc…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,33,true,followed-by-structural(pre),false,269,36,1,36,1,0,true,2,0,1,1,false,,At the core we find arithmetic and geometric sequences that outline spherical attributes interwoven in the set of rational numbers $\mathbb{Q}$. *Such abstract…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,34,false,,false,713,116,5,23.2,5,0,true,20,0,1,2,true,3,"In mathematics, a geometric progression, also known as a geometric sequence, is a sequence of numbers where each term after the first is found by multiplying t…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,35,false,,false,193,25,1,25,1,0,true,1,0,1,0,false,,"The numerator of the general pattern (see equation \eqref{eq:02.09}), is simply expressed starting at $init\thinspace vol\thinspace\#0=\frac{1}{2}$ and then pr…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,36,true,no-math,false,315,2,1,2,0,0,false,3,0,1,1,false,,"\begin{equation}\frac{init\thinspace vol\thinspace\#0=\frac{1}{2}}{\left(\frac{v=1}{0.25}\right)},\frac{volume\thinspace\#1=1}{\left(\frac{v=8}{2}\right)},\fra…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,37,true,no-math,false,117,20,1,20,0,0,false,1,0,1,0,false,,"Thus encoding an increasing volume as function of a doubling radius in a geometric progression with a common ratio 2,"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,38,true,no-math,false,126,2,1,2,0,0,false,4,0,1,1,false,,"\begin{equation}\left\{ (V_{0}=\frac{1}{2}),(V_{1}=1),(V_{2}=2),(V_{3}=4),...\right\}\label{eq:02.11}\tag{02.11}\end{equation}"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,39,true,no-math,false,203,34,1,34,0,0,false,5,0,1,2,true,,"This, given the context, is indeed a sequence to encode for an expanding sphere, but void of proper context it is an arbitrary, unwarranted, choice and should …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,40,true,no-math,false,164,30,2,15,0,0,false,1,0,1,0,false,,"The second part expressed in the denominator, is more specific and gives clues how to interpret the ratio as a whole. The value of the denominator is itself a …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,41,true,no-math,false,231,1,1,1,0,0,false,3,0,1,1,false,,"\begin{equation}\frac{\frac{1}{2}}{\left(\frac{v=1}{0.25}=4\right)},\frac{1}{\left(\frac{v=8}{2}=4\right)},\frac{2}{\left(\frac{v=64}{16}=4\right)},\frac{4}{\l…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,42,false,,false,323,52,3,17.3,2,0,true,5,0,1,0,false,,"Here the numerator starts at $v=1$ and progresses with a common ratio of 8, $\left\{1,8,64,512,\dots\right\}$. Note that this sequence is encoded as an 8-fold …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,43,false,,false,229,38,2,19,1,0,true,1,0,1,0,false,,In the denominator the value represents $\frac{1}{4}$ of the volume in the numerator. This simple property makes that whole ratio of the denominator for each i…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,44,false,,false,200,33,1,33,1,0,true,3,0,1,2,true,,"And this is however simple, just as it should be, because found is a spatial ratio that encodes a ratio of volume over surface area at the completion of the in…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,45,true,no-math,false,139,1,1,1,0,0,false,0,0,1,0,false,,\begin{equation}S_{ratio}=\frac{V_{init}=1}{\left(\frac{V_{end}=8}{r_{end}3=2}\right)}=\frac{1}{4}\label{eq:02.13}\tag{02.13}\end{equation}
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,46,false,,false,294,40,1,40,2,0,true,2,0,1,1,false,,"This is the pattern recognized in the inverse square law and the geometric progression of surface area by a common factor of 4, for each consecutive doubling o…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,47,true,no-math,false,267,38,2,19,0,0,false,2,0,1,0,false,,"The challenge is therefore to provide a natural mechanism which independent of the abstraction, can be shown to necessarily emerge from some identifiable first…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,48,true,no-math,false,189,1,1,1,0,0,false,11,0,1,1,false,,"\begin{equation}\frac{\left(\frac{1}{2}\right)}{4},\frac{1}{4},\frac{2}{4},\frac{4}{4},...\rightarrow\frac{1}{8},\frac{1}{4},\frac{1}{2},1,2,4,8,...\label{eq:0…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,49,false,,false,185,30,1,30,1,0,true,1,0,1,1,false,,"The ratio as a whole reflects the same geometric sequence as the numerator $V_{init}$, it encodes an increasing volume as function of the radius being doubled …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,50,true,no-math,false,122,2,1,2,0,0,false,3,0,1,1,false,,"\begin{equation}\left\{ (V_{0}=\frac{1}{2}),(V_{1}=1),(V_{2}=2),(V_{3}=4)\right\}\label{eq:02.15}\tag{02.15}\end{equation}"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,51,true,no-math,false,183,29,2,14.5,0,0,false,1,0,1,0,false,,"the only difference is that the sequence lags two iterations behind. And in fact, both expressions (numerator and ratio overall) will proof to be sequences of …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,52,true,no-math,false,253,4,1,4,0,0,false,15,0,1,1,false,,"\begin{equation}\begin{split}\left\{\,common\,ratio=4\right\} &\times\left\{ \frac{1}{(8)},\frac{1}{(4)},\frac{1}{(2)},1,2,4,8,...\right\}\\\\&=sequence\,V_{in…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,53,true,no-math,false,182,30,1,30,0,0,false,0,0,1,1,false,,It makes sense to designate surface area as the primary expression of the zeta function because it is present as common ratio of the combined expression in num…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,54,true,"followed-by-structural(figure), no-math",false,130,21,1,21,0,0,false,1,0,1,0,false,,"Apparently the zeta function expresses a continuous increment in surface area that does not ‘enclose’ a volume, but IS the volume."
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,55,true,no-math,false,358,58,3,19.3,0,0,false,0,0,2,0,false,,graphical impression of a volume resulting from wrapped surface area. Fact is that in the geometric sequences any sense of continuous curvature is absent. It i…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,56,false,,false,185,28,1,28,1,0,true,1,0,1,0,false,,"It seems that the abstract sum exposes aspects that are spatial in nature, as if the algorithm $\zeta\left(2\right)$ actually traces some 3d object while trave…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,57,true,"followed-by-structural(pre), no-math",false,282,42,2,21,0,0,false,2,0,1,0,false,,"The proposed hypothesis is the exact opposite such that the 3d structural aspects observed in nature, the tangible spatial aspects of 'space', might be merely …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,58,true,no-math,false,288,43,2,21.5,0,0,false,0,0,1,0,false,,The rationals are a dense subset of the real numbers: every real number has rational numbers arbitrarily close to it. A related property is that rational numbe…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,59,false,,false,390,63,2,31.5,2,0,true,3,0,1,1,false,,"In light of the topological argument, sec based on the sum of reciprocal squares of the natural numbers, one would not suspect such a sum to produce anything e…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,60,true,no-math,false,258,5,1,5,0,0,false,0,0,1,0,false,,\begin{equation}spatial\thinspace ratio\rightarrow\frac{(initial\thinspace volume)}{\frac{(end\thinspace volume}{end\thinspace radius)}}\rightarrow\frac{V_{ini…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,61,true,no-math,false,218,30,2,15,0,0,false,2,0,1,0,false,,"The spatial ratio, (equation \eqref{eq:02.17}) is discrete, consists of rational values which describe scale invariant ratios. This structure of scale invarian…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,62,false,,false,264,31,1,31,6,0,true,2,0,1,2,true,,"The structure $\frac{V_{sa}}{\zeta(2)}\equiv 2r_{sa}$ as limit of the product $\zeta\left(2\right)=\frac{\pi^2}{6}$, indicates that $V_{sa}$ refers to an end v…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,63,true,no-math,false,217,37,1,37,0,0,false,1,0,1,1,false,,This leaves the impression that the infinite product of the zeta function represents a complete cycle during which some volume expands by doubling of its radiu…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,64,true,no-math,false,188,31,1,31,0,0,false,1,0,1,1,false,,"Abstract concepts do not have spatial properties nor do they exhibit dynamic behavior in any physical sense, so what does '*some volume expands by doubling of …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,65,true,no-math,false,206,27,2,13.5,0,0,false,1,0,1,0,false,,"Postulated is an abstract spatial object under-laying the nature of numbers. This abstraction exposes spherical properties like radius, circumference and volum…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,66,true,no-math,false,211,36,1,36,0,0,false,1,0,1,1,false,,"The detachment from spatial dimensions is clear because the zeta algorithm does not operate on a data set obtained from a spatial context, be it sampled from n…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,67,false,,false,226,30,1,30,1,0,true,0,0,1,1,false,,All that is derived from the function value $\zeta\left(2\right)=\frac{\pi^2}{6}$ are patterns that match geometric sequences and a apparently Real number func…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,68,true,no-math,false,191,27,1,27,0,0,false,2,0,1,0,false,,"The conjecture is that discrete accumulation, be it abstract numerically or wave/particle like as observed in physics, follows a first principle that might be …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,69,true,no-math,false,208,32,1,32,0,0,false,0,0,1,1,false,,This first principle forces both numerical abstract models and/or physical reality to emerge such that the structure of both systems are clearly of common desc…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,70,true,no-math,false,300,45,1,45,0,0,false,3,0,1,2,true,,"In other words, this first principle must be self evidently present in abstract numerical models and physical systems such that it has explanatory power for th…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,71,true,no-math,false,345,56,2,28,0,0,false,2,0,1,0,false,,"The hypothesized 'pre-mathematical' first principle, as will be presented, follows from the theory of convex sets and is surprisingly simple to recognize in co…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,72,true,no-math,false,189,31,1,31,0,0,false,0,0,1,1,false,,This means that a model for the distribution of the zeta zeros and the source for particle repulsion will be known from first principle and likewise rooted in …
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,73,true,no-math,false,352,58,2,29,0,0,false,2,0,1,1,false,,"As stated in chapter 1, we will not use complex analysis, we will arrive at the zeta zeros from another angle. For this we build a new analytic tool and start …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,74,true,no-math,false,380,3,1,3,0,0,false,0,0,1,0,false,,\begin{equation}\begin{split}\zeta(s)&=\prod_{p}^{\infty}\left(1-p^{-s}\right)^{-1}=\frac{1}{1-\frac{1}{2^{2}}}\times\frac{1}{1-\frac{1}{3^{2}}}\times\frac{1}{…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,75,true,no-math,false,184,34,2,17,0,0,false,0,0,1,0,false,,The zeta function value seems to indicate the inflation of a volume with respect to an initial volume. It does so because it has in it the radius for the succe…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,76,true,no-math,false,324,50,2,25,0,0,false,5,0,1,1,false,,"Clearly any numerical quantity derived from appropriate context can be interpreted to represent length, area, volume, time, any applicable dimensional quality.…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,77,false,,false,349,57,3,19,2,0,true,1,0,1,0,false,,"Why do we find a relation to the inverse square law and spherical geometry? Numerically a ‘volume’ has inflated, and the process expresses this in a value that…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,78,true,no-math,false,216,36,2,18,0,0,false,3,0,1,0,false,,"The first aspect to take note of is that the zeta function expresses no elements of spherical geometry, i.e. Only rational numerical values, line segments if y…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,79,true,no-math,false,207,33,2,16.5,0,0,false,3,0,1,0,false,,"Because spatial aspects, if at all present, do not follow from the zeta algorithm, care has to be taken not to inadvertently introduce spatial aspects. How to …"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,80,true,no-math,false,370,31,1,31,0,0,false,0,0,1,1,false,,\begin{equation}\begin{split}V&=\frac{4}{3}\pi r^{3}\text{ yields the volume of a sphere}\\\\r&=\sqrt[3]{\frac{V}{(\frac{4}{3}\pi)}}\text{ yields the radius fr…
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,81,false,,false,335,44,2,22,5,0,true,2,0,1,1,false,,"In each case the spatial aspect is represented by either raising the radius to a power, or reversely, taking the $n_{th}root$ of the value $r^3=\frac{V}{(\frac…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,82,false,,false,548,82,3,27.3,2,0,true,3,0,1,0,false,,"The subject of investigation is why the Real number value of $\zeta\left(2\right)=\frac{\pi^2}{6}$ follows from, in essence, a rational context. We do assume h…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,83,false,,false,313,45,1,45,2,0,true,4,0,1,2,true,,"For instance if we cube a radius we define a volume, and reversely, if we apply the formula $r=\sqrt[3]{\frac{V}{(\frac{4}{3}\pi)}}$ the assumption is that $|\…"
zeta-zero-cafe/notebook/Chapter 2 The spatial aspect of zet.html,84,false,,false,347,51,2,25.5,2,0,true,5,0,1,1,false,,"The function $\zeta\left(2\right)=\frac{\pi^2}{6}$ represents neither the former nor the latter, therefor, to take a cube root in this context, for instance $r…"
